1	авджи	ɐvˈdʒi	авджи	ɐvdʒi
1	авджийка	ɐvˈdʒijkɐ	авджийка	ɐvdʒijkɐ
1	авджийски	ɐvˈdʒijski	авджийски	ɐvdʒijski
1	авджиски	ɐvˈdʒiski	авджиски	ɐvdʒiski
1	авджия	ɐvˈdʒijɐ	авджия	ɐvdʒijɐ
1	авиаторска	aviˈatorskɐ	авиаторска	ɐviˈatorskɐ
1	авиаторската	aviˈatorskɐtɐ	авиаторската	ɐviˈatorskɐtɐ
1	авиаторски	aviˈatorski	авиаторски	ɐviˈatorski
1	авиаторските	aviˈatorskitɛ	авиаторските	ɐviˈatorskitɛ
1	авиаторския	aviˈatorskijɐ	авиаторския	ɐviˈatorskijɐ
1	авиаторският	aviˈatorskijɐt	авиаторският	ɐviˈatorskijɐt
1	авиаторско	aviˈatorsko	авиаторско	ɐviˈatorsko
1	авиаторското	aviˈatorskoto	авиаторското	ɐviˈatorskoto
1	авиоадминистрация	ɐvioɐdministrˈatsiɐ	авиоадминистрация	ɐvioɐdministrˈatsijɐ
1	авиобилетче	ɐviobilˈettʃe	авиобилетче	ɐviobilettʃe
1	авиобомба	ɐviˈobombˈa	авиобомба	ɐviobombˈa
1	авиовласт	ɐviˈovɫɐst	авиовласт	ɐviovɫɐst
1	авиоградче	ɐviogrˈattʃe	авиоградче	ɐviogrˈadtʃe
1	авиогрупа	ɐviogrˈupɐ	авиогрупа	ɐviogrupɐ
1	авиодвигател	ɐviodvigˈateɫ	авиодвигателл	ɐviodvigˈateɫ
1	авиодело	ɐviodˈeɫo	авиодело	ɐviodeɫo
1	авиодемонстрация	ɐviodemonstrˈatsiɐ	авиодемонстрация	ɐviodemonstrˈatsijɐ
1	авиодесант	ɐviodˈesɐnt	авиодесант	ɐviodesɐnt
1	авиодизайнер	ɐviodizˈajner	авиодизиайнер	ɐviodizˈajner
1	авиоексперт	ɐvioˈekspert	авиоексперт	ɐvioekspert
1	авиозвено	ɐviozvˈeno	авиозвено	ɐviozveno
1	авиоиндустрийка	ɐvioindustrˈijkɐ	авиоиндустрийка	ɐvioindustrijkɐ
1	авиоиндустрия	ɐvioindustrˈijɐ	авиоиндустрия	ɐvioindustrijɐ
1	авиоинспекторче	ɐvioinspektˈortʃe	авиоинспекторче	ɐvioinspektortʃe
1	авиоинспекцийка	ɐvioinspektsˈijkɐ	авиоинспекцийка	ɐvioinspektsijkɐ
1	авиоинспекция	ɐvioinspektsˈijɐ	авиоинспекция	ɐvioinspektsijɐ
1	авиоинструктор	ɐvioinstrˈuktor	авиоинструктор	ɐvioinstruktor
1	авиоинструкторче	ɐvioinstruktˈortʃe	авиоинструкторче	ɐvioinstruktortʃe
1	авиоинцидент	ɐviointsidˈent	авиоинцидент	ɐviointsident
1	авиоинцидентче	ɐviointsidˈenttʃe	авиоинцидентче	ɐviointsidenttʃe
1	авиокеросин	ɐviokerˈosin	авиокеросин	ɐviokerosin
1	авиоклиника	ɐvioklinˈikɐ	авиоклиника	ɐvioklinikɐ
1	авиоконсорциум	ɐviokonsortsˈium	авиоконсорциум	ɐviokonsortsium
1	авиоконсорциумче	ɐviokonsortsiˈumtʃe	авиоконсорциумче	ɐviokonsortsiumtʃe
1	авиоконструктор	ɐviokonstrˈuktor	авиоконструктор	ɐviokonstruktor
1	авиоконструкторче	ɐviokonstruktˈortʃe	авиоконструкторче	ɐviokonstruktortʃe
1	авиоконтрол	ɐviokˈontroɫ	авиоконтрол	ɐviokontroɫ
1	авиоконтролче	ɐviokontrˈoɫtʃe	авиоконтролче	ɐviokontroɫtʃe
1	авиоконтрольорче	ɐviokontrolˈortʃe	авиоконтрольорче	ɐviokontrolortʃe
1	авиоконцерн	ɐviokˈontsern	авиоконцерн	ɐviokontsern
1	авиоконцернче	ɐviokontsˈerntʃe	авиоконцернче	ɐviokontserntʃe
1	авиокорпус	ɐviokˈorpus	авиокорпус	ɐviokorpus
1	авиокриза	ɐviokrˈizɐ	авиокриза	ɐviokrizɐ
1	авиокрило	ɐviokrˈiɫo	авиокрило	ɐviokriɫo
1	авиолинийка	ɐviolinˈijkɐ	авиолинийка	ɐviolinijkɐ
1	авиолиния	ɐviolinˈijɐ	авиолиния	ɐviolinijɐ
1	авиомениджърче	ɐviomenidʒˈɤrtʃe	авиомениджърче	ɐviomenidʒɤrtʃe
1	авиомишена	ɐviomiʃˈenɐ	авиомишена	ɐviomiʃenɐ
1	авиомоделизъм	ɐviomodelˈizɤm	авиомоделизъм	ɐviomodelizɤm
1	авиомоделистче	ɐviomodelˈisttʃe	авиомоделистче	ɐviomodelisttʃe
1	авиомоделче	ɐviomodˈeɫtʃe	авиомоделче	ɐviomodeɫtʃe
1	авиомоторче	ɐviomotˈortʃe	авиомоторче	ɐviomotortʃe
1	авионавигационен	ɐvionɐvigɐtsiˈonen	авионавигационен	ɐvionɐvigɐtsionen
1	авионавигация	ɐvionɐvigˈatsiɐ	авионавигация	ɐvionɐvigˈatsijɐ
1	авионосен	ɐvionˈosen	авионосен	ɐvionosen
1	авиообучение	ɐvioobutʃˈenie	авиообучение	ɐvioobutʃenie
1	авиооперация	ɐviooperˈatsiɐ	авиооперация	ɐviooperˈatsijɐ
1	авиоотрядче	ɐviootrjˈattʃe	авиоотрядче	ɐviootrjˈadtʃe
1	авиоофицер	ɐvioofˈitser	авиоофицер	ɐvioofitser
1	авиопасажер	ɐviopasˈaʒer	авиопасажер	ɐviopɐsˈaʒer
1	авиоподеление	ɐviopodelˈenie	авиоподеление	ɐviopodelenie
1	авиополетче	ɐviopolˈettʃe	авиополетче	ɐviopolettʃe
1	авиополигонче	ɐviopoligˈontʃe	авиополигонче	ɐviopoligontʃe
1	авиопоща	ɐviopˈoʃtʃɐ	авиопоща	ɐviopoʃtʃɐ
1	авиопроизшествие	ɐvioproisʃestvˈie	авиопроизшествие	ɐvioproisʃestvie
1	авиопътник	ɐviopˈɤtnik	авиопътник	ɐviopɤtnik
1	авиосекторче	ɐviosektˈortʃe	авиосекторче	ɐviosektortʃe
1	авиосиндикат	ɐviosindˈikɐt	авиосиндикат	ɐviosindikɐt
1	авиостроене	ɐviostroˈene	авиостроене	ɐviostroene
1	авиосцена	ɐviostsˈenɐ	авиосцена	ɐviostsenɐ
1	авиотехника	ɐviotexnˈikɐ	авиотехника	ɐviotexnikɐ
1	авиотехнически	ɐviotexnˈitʃeski	авиотехнически	ɐviotexnitʃeski
1	авиоучебен	ɐvioutʃˈeben	авиоучебен	ɐvioutʃeben
1	авиоучение	ɐvioutʃˈenie	авиоучение	ɐvioutʃenie
1	авиофорумче	ɐvioforˈumtʃe	авиофорумче	ɐvioforumtʃe
1	авиоцентър	ɐviotsˈentɤr	авиоцентър	ɐviotsentɤr
1	авиоцистерна	ɐviotsistˈernɐ	авиоцистерна	ɐviotsisternɐ
1	авиочаст	ɐviˈotʃɐst	авиочаст	ɐviotʃɐst
1	авиошеф	ɐviˈoʃef	авиошеф	ɐvioʃef
1	авиошоу	ɐvioʃˈou	авиошоу	ɐvioʃou
1	аврамов	avrˈamof	аврамов	ɐvrˈamof
1	австрийка	ˈafstrijkˈa	австрийкаа	ˈafstrijkˈa
1	австрия	ɐfstrˈijɐ	австрия	ɐfstrijɐ
1	автентикация	ɐftentikˈatsiɐ	автентикация	ɐftentikˈatsijɐ
1	автентификация	ɐftentifikˈatsiɐ	автентификация	ɐftentifikˈatsijɐ
1	автоапашче	ɐftoapˈaʃtʃe	автоапашче	ɐftoɐpˈaʃtʃe
1	автобаза	ɐftˈobɐzɐ	автобаза	ɐftobɐzɐ
1	автобетонобъркачка	ɐftobetonobɤrkˈatʃkɐ	автобетонобъркаачка	ɐftobetonobɤrkˈatʃkɐ
1	автобиографичен	ɐftobiogrˈafitʃˈen	автобиографичен	ɐftobiogrˈafitʃen
1	автобиографично	ɐftobiogrˈafitʃnˈo	автобиографично	ɐftobiogrˈafitʃno
1	автоборса	ɐftobˈorsɐ	автоборса	ɐftoborsɐ
1	автобус	ɐftoˈbus	автобус	ɐftobus
1	автобусната	ɐftoˈbusnɐtɐ	автобусната	ɐftobusnɐtɐ
1	автовлакче	ɐftovɫˈaktʃe	автовлакоче	ɐftovɫˈaktʃe
1	автовлекач	ɐftovlekˈatʃ	автовлекаач	ɐftovlekˈatʃ
1	автогара	ɐftˈogɐrˈa	автогара	ɐftogɐrˈa
1	автоджамбазин	ɐftodʒambˈazin	автоджамбазин	ɐftodʒɐmbˈazin
1	автодизайн	ɐftodˈizɐjn	автодизайн	ɐftodizɐjn
1	автодизайнер	ɐftodizˈajner	автодизиайнер	ɐftodizˈajner
1	автодизайнче	ɐftodizˈajntʃe	автодизиайнче	ɐftodizˈajntʃe
1	автодрезина	ɐftodrˈezinɐ	автодрезина	ɐftodrezinɐ
1	автоекспрес	ɐftoˈekspres	автоекспрес	ɐftoekspres
1	автозакусвалня	ɐftozɐkusvˈalnjɐ	автозакусваляя	ɐftozɐkusvˈalnjɐ
1	автоиндустрия	ɐftoindustrˈijɐ	автоиндустрия	ɐftoindustrijɐ
1	автоинструктор	ɐftoinstrˈuktor	автоинструктор	ɐftoinstruktor
1	автоинструкторче	ɐftoinstruktˈortʃe	автоинструкторче	ɐftoinstruktortʃe
1	автокино	ɐftˈokino	автокино	ɐftokino
1	автоклавен	ɐftokɫˈaven	автоклавиен	ɐftokɫˈaven
1	автоклавче	ɐftokɫˈaftʃe	автоклаввче	ɐftokɫˈaftʃe
1	автоколона	ɐftokˈoɫonɐ	автоколона	ɐftokoɫonɐ
1	автоконвой	ɐftokˈonvoj	автоконвой	ɐftokonvoj
1	автоконтрол	ɐftokˈontroɫ	автоконтрол	ɐftokontroɫ
1	автоконтролче	ɐftokontrˈoɫtʃe	автоконтролче	ɐftokontroɫtʃe
1	автоконтрольорче	ɐftokontrolˈortʃe	автоконтрольорче	ɐftokontrolortʃe
1	автокорекция	ɐftokorektsˈijɐ	автокорекция	ɐftokorektsijɐ
1	автокредит	ɐftokredˈit	автокредит	ɐftokredit
1	автокредитче	ɐftokredˈittʃe	автокредитче	ɐftokredittʃe
1	автокрос	ˈaftokrɔs	автокрос	ˈaftokros
1	автокъща	ɐftokˈɤʃtʃɐ	автокъща	ɐftokɤʃtʃɐ
1	автолинийка	ɐftolinˈijkɐ	автолинийка	ɐftolinijkɐ
1	автолиния	ɐftolinˈijɐ	автолиния	ɐftolinijɐ
1	автоматен	ɐftomˈaten	автоматеен	ɐftomˈaten
1	автоматик	ɐftomˈatik	автоматичк	ɐftomˈatik
1	автоматично	ɐftomˈatitʃnˈo	автоматично	ɐftomˈatitʃno
1	автоматичност	ɐftomˈatitʃnˈost	автоматичност	ɐftomˈatitʃnost
1	автоматче	ɐftomˈattʃe	автоматтче	ɐftomˈattʃe
1	автоматчик	ɐftomˈattʃik	автоматтчик	ɐftomˈattʃik
1	автомобил	ɐftomoˈbiɫ	автомобил	ɐftomobiɫ
1	автомобила	ɐftomoˈbiɫɐ	автомобила	ɐftomobiɫɐ
1	автомобилистка	ɐftomobilˈistkɐ	автомобилистка	ɐftomobilistkɐ
1	автомобилистче	ɐftomobilˈisttʃe	автомобилистче	ɐftomobilisttʃe
1	автомоделизъм	ɐftomodelˈizɤm	автомоделизъм	ɐftomodelizɤm
1	автономист	ɐftonoˈmist	автономист	ɐftonomist
1	автопоилка	ɐftopoˈiɫkɐ	автопоилка	ɐftopoiɫkɐ
1	автопроизшествие	ɐftoproisʃestvˈie	автопроизшествие	ɐftoproisʃestvie
1	автор	ɐftˈor	автор	ɐftor
1	автоработилница	ɐftorɐbotiɫnˈitsɐ	автоработилница	ɐftorɐbotiɫnitsɐ
1	авторегенерация	ɐftoregenerˈatsiɐ	авторегенерация	ɐftoregenerˈatsijɐ
1	автореликва	ɐftorelˈikvɐ	автореликва	ɐftorelikvɐ
1	автореференция	ɐftoreferentsˈijɐ	автореференция	ɐftoreferentsijɐ
1	авторка	ɐftˈorkɐ	авторка	ɐftorkɐ
1	автородео	ɐftorodˈeo	автородео	ɐftorodeo
1	авторски	ɐftˈorski	авторски	ɐftorski
1	авторство	ɐftˈorstvo	авторство	ɐftorstvo
1	автосервизен	ɐftoservˈizen	автосервизен	ɐftoservizen
1	автоспелчек	ɐftospˈeɫtʃek	автоспелчек	ɐftospeɫtʃek
1	автоспирка	ɐftospˈirkɐ	автоспирка	ɐftospirkɐ
1	автострада	ɐftˈostrɐdˈa	автострада	ɐftostrɐdˈa
1	автостъкло	ɐftostˈɤkɫo	автостъкло	ɐftostɤkɫo
1	автотехника	ɐftotexnˈikɐ	автотехника	ɐftotexnikɐ
1	автотехнически	ɐftotexnˈitʃeski	автотехнически	ɐftotexnitʃeski
1	автотрансформатор	ɐftotrɐnsformˈator	автотрансформатоор	ɐftotrɐnsformˈator
1	автотуризъм	ɐftoturˈizɤm	автотуризъм	ɐftoturizɤm
1	автотурист	ɐftoturˈist	автотурист	ɐftoturist
1	автотуристче	ɐftoturˈisttʃe	автотуристче	ɐftoturisttʃe
1	автофакир	ɐftofˈakir	автофиакир	ɐftofˈakir
1	автохтонност	ɐftoxtˈonnost	автохтонност	ɐftoxtonnost
1	автохтонче	ɐftoxtˈontʃe	автохтонче	ɐftoxtontʃe
1	автоцензура	ɐftotsenzˈurɐ	автоцензура	ɐftotsenzurɐ
1	автоцентър	ɐftotsˈentɤr	автоцентър	ɐftotsentɤr
1	автоцистерна	ɐftotsistˈernɐ	автоцистерна	ɐftotsisternɐ
1	автошествие	ɐftoʃestvˈie	автошествие	ɐftoʃestvie
1	автошоу	ɐftoʃˈou	автошоу	ɐftoʃou
1	агалматофилия	ɐgɐɫmɐtofilˈijɐ	агалматофилия	ɐgɐɫmɐtofilijɐ
1	агарянски	ɐgarjˈanski	агарянски	ɐgɐrjˈanski
1	агентура	ɐgɛnˈturɐ	агентура	ɐgɛnturɐ
1	агенцийка	ɐgentsˈijkɐ	агенцийка	ɐgentsijkɐ
1	агенция	ˈagentsˈijɐ	агенция	ˈagentsijɐ
1	агиограф	ɐgiˈogrɐf	агиограф	ɐgiogrɐf
1	агитка	ˈagitkˈa	агиткаа	ˈagitkˈa
1	агитпропчик	ɐgitprˈoptʃik	агитпропчик	ɐgitproptʃik
1	агиттабло	ˈagitˈabɫo	агиттабло	ˈagittˈabɫo
1	агне	ɐgnˈe	агне	ɐgne
1	агнешки	ɐgnˈeʃki	агнешки	ɐgneʃki
1	агнешко	ɐgnˈeʃko	агнешко	ɐgneʃko
1	агностик	ɐgnoˈstik	агностик	ɐgnostik
1	агностици	ɐgnoˈstitsi	агностици	ɐgnostitsi
1	агностичка	ɐgnoˈstitʃkɐ	агностичка	ɐgnostitʃkɐ
1	агностичката	ɐgnoˈstitʃkɐtɐ	агностичката	ɐgnostitʃkɐtɐ
1	агностички	ɐgnoˈstitʃki	агностички	ɐgnostitʃki
1	агня	ˈagnjɐ	агяя	ˈagnjɐ
1	агорида	ɐgoˈridɐ	агорида	ɐgoridɐ
1	агранулоцитоза	ɐgrɐnuɫotsitˈozɐ	агранулоцитоза	ɐgrɐnuɫotsitozɐ
1	аграрен	ˈagrɐrˈen	аграрен	ˈagrɐren
1	агрегатор	ɐgregˈator	агрегатоор	ɐgregˈator
1	агрегатче	ɐgregˈattʃe	агрегаттче	ɐgregˈattʃe
1	агрегационен	ɐgregɐtsiˈonen	агрегационен	ɐgregɐtsionen
1	агрегация	ɐgregˈatsiɐ	агрегация	ɐgregˈatsijɐ
1	агреманче	ɐgremˈantʃe	агреманиче	ɐgremˈantʃe
1	агресивничък	ɐgresivnˈitʃɤk	агресивничък	ɐgresivnitʃɤk
1	агрикултура	ɐgrikˈuɫturˈa	агрикултура	ɐgrikuɫturˈa
1	агро-лесомелиорация	ˈagrolesomeliorˈatsiɐ	агро-лесомелиорация	ˈagrolesomeliorˈatsijɐ
1	агроартикулче	ɐgroɐrtikˈuɫtʃe	агроартикулче	ɐgroɐrtikuɫtʃe
1	агробизнесмен	ɐgrobiznˈesmen	агробизнесмен	ɐgrobiznesmen
1	агробиологична	ɐgrobioɫoˈgitʃnɐ	агробиологична	ɐgrobioɫogitʃnɐ
1	агробиологични	ɐgrobioɫoˈgitʃni	агробиологични	ɐgrobioɫogitʃni
1	агробиологично	ɐgrobioɫoˈgitʃno	агробиологично	ɐgrobioɫogitʃno
1	агроведомство	ɐgrovedˈomstvo	агроведомство	ɐgrovedomstvo
1	агроексперт	ɐgroˈekspert	агроексперт	ɐgroekspert
1	агрокултура	ɐgrokuɫtˈurɐ	агрокултура	ɐgrokuɫturɐ
1	агрометеорологична	ɐgromɛtɛoroɫoˈgitʃnɐ	агрометеорологична	ɐgromɛtɛoroɫogitʃnɐ
1	агрометеорологични	ɐgromɛtɛoroɫoˈgitʃni	агрометеорологични	ɐgromɛtɛoroɫogitʃni
1	агрометеорологично	ɐgromɛtɛoroɫoˈgitʃno	агрометеорологично	ɐgromɛtɛoroɫogitʃno
1	агроминистър	ɐgrominˈistɤr	агроминистър	ɐgroministɤr
1	агрономче	ɐgronˈomtʃe	агрономче	ɐgronomtʃe
1	агропродукт	ɐgroprˈodukt	агропродукт	ɐgroprodukt
1	агропродуктче	ɐgroprodˈukttʃe	агропродуктче	ɐgroprodukttʃe
1	агростока	ɐgrostˈokɐ	агростока	ɐgrostokɐ
1	ад	ˈat	ад	ˈad
1	адаптационен	ɐdɐptɐtsiˈonen	адаптационен	ɐdɐptɐtsionen
1	адаптивна	ɐdɐpˈtivnɐ	адаптивна	ɐdɐptivnɐ
1	адаптивни	ɐdɐpˈtivni	адаптивни	ɐdɐptivni
1	адаптивно	ɐdɐpˈtivno	адаптивно	ɐdɐptivno
1	адаптивност	ɐdɐpˈtivnost	адаптивност	ɐdɐptivnost
1	адаптирам	adˈaptirˈam	адаптирам	ɐdˈaptirˈam
1	адаптирам	ɐdɐpˈtirɐm	адаптирам	ɐdɐptirɐm
1	адаптиран	adˈaptirˈan	адаптиран	ɐdˈaptirˈan
1	адаптор	adˈaptor	адаптор	ɐdˈaptor
1	адашка	adˈaʃkɐ	адашка	ɐdˈaʃkɐ
1	адашче	adˈaʃtʃe	адашче	ɐdˈaʃtʃe
1	адвентист	ɐdvɛnˈtist	адвентист	ɐdvɛntist
1	адвентиция	ɐdventitsˈijɐ	адвентиция	ɐdventitsijɐ
1	адвербация	ɐdverbˈatsiɐ	адвербация	ɐdverbˈatsijɐ
1	адвокатстване	ɐdvokatstvˈane	адвокатстване	ɐdvokɐtstvˈane
1	аддукция	ɐdduktsˈijɐ	аддукция	ɐdduktsijɐ
1	аделина	ɐdelˈinɐ	аделина	ɐdelinɐ
1	аденозин	ɐdenˈozin	аденозин	ɐdenozin
1	аденоидектомия	ɐdenoidektomˈijɐ	аденоидектомия	ɐdenoidektomijɐ
1	аденоиден	ɐdenoˈiden	аденоиден	ɐdenoiden
1	аденоиди	ɐdenoˈidi	аденоиди	ɐdenoidi
1	аденоидит	ɐdenoidˈit	аденоидит	ɐdenoidit
1	аденомче	ɐdenˈomtʃe	аденомче	ɐdenomtʃe
1	аденопатия	ɐdenˈopɐtijɐ	аденопатия	ɐdenopɐtijɐ
1	аджамия	adʒˈamijˈa	аджамия	ɐdʒˈamijˈa
1	адзур	ˈadʑur	адзур	ˈadzur
1	адиадохокинеза	ɐdiɐdoxokinˈezɐ	адиадохокинеза	ɐdiɐdoxokinezɐ
1	адио	ˈadiˈo	адио	ˈadio
1	административен	ɐdministrˈativˈen	административен	ɐdministrˈativen
1	администрационен	ɐdministrɐtsiˈonen	администрационен	ɐdministrɐtsionen
1	администрирам	ɐdminˈistrirˈam	администрирам	ɐdministrirˈam
1	администриране	ɐdminˈistrirˈane	администриране	ɐdministrirˈane
1	адресантче	ɐdresˈanttʃe	адресанитче	ɐdresˈanttʃe
1	адресатче	ɐdresˈattʃe	адресаттче	ɐdresˈattʃe
1	адресируем	ɐdresirˈuem	адресируем	ɐdresiruem
1	адресник	ˈadresnˈik	адресник	ˈadresnik
1	адриатически	ɐdriˈatitʃˈeski	адриатически	ɐdriˈatitʃeski
1	адриатическо	ɐdriˈatitʃˈesko	адриатическо	ɐdriˈatitʃesko
1	адски	ˈatski	адски	ˈadski
1	адсорбиране	ɐtsorbirˈane	адсорбиране	ɐdsorbirˈane
1	адукторче	ɐduktˈortʃe	адукторче	ɐduktortʃe
1	адукцийка	ɐduktsˈijkɐ	адукцийка	ɐduktsijkɐ
1	адукция	ɐduktsˈijɐ	адукция	ɐduktsijɐ
1	аерационен	ɐerɐtsiˈonen	аерационен	ɐerɐtsionen
1	аерация	ɐerˈatsiɐ	аерация	ɐerˈatsijɐ
1	аероби	ɐerˈobi	аероби	ɐerobi
1	аеробус	ɐerˈobus	аеробус	ɐerobus
1	аерогара	ɐerˈogɐrˈa	аерогара	ɐerogɐrˈa
1	аерогеоснимка	ɐerogeosnˈimkɐ	аерогеоснимка	ɐerogeosnimkɐ
1	аерограф	ɐerˈogrɐf	аерограф	ɐerogrɐf
1	аеродинамичен	ɐerodinˈamitʃˈen	аеродинамичен	ɐerodinˈamitʃen
1	аеродрумче	ɐerodrˈumtʃe	аеродрумче	ɐerodrumtʃe
1	аерокола	ɐerokˈoɫɐ	аерокола	ɐerokoɫɐ
1	аеролинийка	ɐerolinˈijkɐ	аеролинийка	ɐerolinijkɐ
1	аеролиния	ɐerolinˈijɐ	аеролиния	ɐerolinijɐ
1	аеронавигационен	ɐeronɐvigɐtsiˈonen	аеронавигационен	ɐeronɐvigɐtsionen
1	аеропланче	ɐeropɫˈantʃe	аеропланиче	ɐeropɫˈantʃe
1	аероскоп	ɐerˈoskop	аероскоп	ɐeroskop
1	аероскутер	ɐeroskˈuter	аероскутер	ɐeroskuter
1	аерофон	ɐerˈofon	аерофон	ɐerofon
1	аерофотоснимка	ɐerofotosnˈimkɐ	аерофотоснимка	ɐerofotosnimkɐ
1	ажиотажче	ɐʒiotˈaʃtʃe	ажиотажче	ɐʒiotˈaʒtʃe
1	ажурен	ˈaʒurˈen	ажурен	ˈaʒuren
1	аз	as	аз	ɐs
1	азатиоприн	ɐzɐtiˈoprin	азатиоприн	ɐzɐtioprin
1	азатиопринче	ɐzɐtioprˈintʃe	азатиопринче	ɐzɐtioprintʃe
1	азбест	ɐzbˈest	азбест	ɐzbest
1	азбука	ɐzbˈukɐ	азбука	ɐzbukɐ
1	азбука	ˈazbokɐ	азбука	ˈazbukɐ
1	азбучен	ɐzbˈutʃen	азбучен	ɐzbutʃen
1	азбучен	ˈazbotʃɛn	азбучен	ˈazbutʃɛn
1	азбучник	ɐzbˈutʃnik	азбучник	ɐzbutʃnik
1	азбучник	ˈazbotʃnik	азбучник	ˈazbutʃnik
1	азербайджанче	ɐzerbajdʒˈantʃe	азербайджанче	ɐzerbɐjdʒˈantʃe
1	азманов	azmˈanof	азманов	ɐzmˈanof
1	азотист	ɐzoˈtist	азотист	ɐzotist
1	ай	aj	ай	ɐj
1	айвазов	ajvˈazof	айвазов	ɐjvˈazof
1	айвания	ajvˈanijˈa	айвания	ɐjvˈanijˈa
1	айкидист	ɐjkidˈist	айкидист	ɐjkidist
1	айкидистче	ɐjkidˈisttʃe	айкидистче	ɐjkidisttʃe
1	айланд	ˈajɫɐnt	айланд	ˈajɫɐnd
1	айляк	ˈajlɐk	айляк	ˈajljɐk
1	айнщайний	ajnʃtʃˈajnij	айнщайний	ɐjnʃtʃˈajnij
1	айнщайнов	ajnʃtʃˈajnof	айнщайнов	ɐjnʃtʃˈajnof
1	айпод	ˈajpot	айпод	ˈajpod
1	айранче	ajrˈantʃe	айранче	ɐjrˈantʃe
1	айрес	ɐjrˈes	айрес	ɐjres
1	айрянче	ajrjˈantʃe	айрянче	ɐjrjˈantʃe
1	академийка	ɐkɐdemˈijkɐ	академийка	ɐkɐdemijkɐ
1	академичност	ɐkɐdemˈitʃnost	академичност	ɐkɐdemitʃnost
1	академия	akˈademijɐ	академия	ɐkˈademijɐ
1	акажу	akˈaʒu	акажу	ɐkˈaʒu
1	аканджия	ɐkɐnˈdʒijɐ	аканджия	ɐkɐndʒijɐ
1	акане	akˈane	акане	ɐkˈane
1	акантов	akˈantof	акантов	ɐkˈantof
1	акар	akˈar	акар	ɐkˈar
1	акари	akˈari	акари	ɐkˈari
1	акаунт	akˈaunt	акаунт	ɐkˈaunt
1	акация	ˈakɐtsˈijɐ	акация	ˈakɐtsijɐ
1	аквакултура	ɐkvɐkuɫtˈurɐ	аквакултура	ɐkvɐkuɫturɐ
1	акванавтче	ɐkvanˈafttʃe	акванавтче	ɐkvɐnˈafttʃe
1	аквариум	ˈakvɐrˈium	аквариум	ˈakvɐrium
1	аквариумен	ɐkvɐriˈumen	аквариумен	ɐkvɐriumen
1	аквариумче	ɐkvɐriˈumtʃe	аквариумче	ɐkvɐriumtʃe
